symbol,date,open,high,low,close,volume,change,changePercent,vwap
^IXIC,2018-04-09,6971.45,7074.95,6944.96,6950.34,2089220000,-21.11,-0.30281,6985.425
^IXIC,2018-04-10,7060.99,7117.98,7014.88,7094.3,2252020000,33.31,0.47175,7072.0375
^IXIC,2018-04-11,7055.0,7128.54,7055.0,7069.03,1882090000,14.03,0.19887,7076.8925
^IXIC,2018-04-12,7112.02,7166.0,7105.09,7140.25,2027080000,28.23,0.39693,7130.84
^IXIC,2018-04-13,7179.62,7183.62,7078.14,7106.65,1768160000,-72.97,-1.01635,7137.0075
^IXIC,2018-04-16,7153.87,7178.51,7115.85,7156.28,1800450000,2.41,0.03368806,7151.1275
^IXIC,2018-04-17,7215.12,7298.59,7206.55,7281.1,1935380000,65.98,0.91447,7250.34
^IXIC,2018-04-18,7292.38,7319.58,7259.9,7295.24,1908700000,2.86,0.03921902,7291.775
^IXIC,2018-04-19,7258.61,7277.45,7215.17,7238.06,1982090000,-20.55,-0.28311,7247.3225
^IXIC,2018-04-20,7220.64,7222.99,7123.49,7146.13,1935160000,-74.51,-1.0319,7178.3125
^IXIC,2018-04-23,7173.99,7195.72,7094.43,7128.6,1744480000,-45.39,-0.6327,7148.185
^IXIC,2018-04-24,7160.77,7171.67,6961.52,7007.35,2154270000,-153.42,-2.14251,7075.3275
^IXIC,2018-04-25,7009.99,7030.74,6926.97,7003.74,2055840000,-6.25,-0.08915847,6992.86
^IXIC,2018-04-26,7080.49,7143.94,7055.66,7118.68,2141220000,38.19,0.53937,7099.6925
^IXIC,2018-04-27,7195.52,7197.15,7083.95,7119.8,2050350000,-75.72,-1.05232,7149.105
^IXIC,2018-04-30,7133.95,7169.8,7065.41,7066.27,1998570000,-67.68,-0.9487,7108.8575
^IXIC,2018-05-01,7053.65,7133.27,7036.18,7130.7,1932660000,77.05,1.09234,7088.45
^IXIC,2018-05-02,7138.45,7169.46,7094.72,7100.9,2157860000,-37.55,-0.52602,7125.8825
^IXIC,2018-05-03,7065.03,7112.59,6991.14,7088.15,2355780000,23.12,0.32725,7064.2275
^IXIC,2018-05-04,7065.67,7228.26,7057.89,7209.62,2040520000,143.95,2.03732,7140.36
^IXIC,2018-05-07,7241.82,7291.74,7235.76,7265.21,1950650000,23.39,0.32299,7258.6325
^IXIC,2018-05-08,7255.34,7278.81,7224.7,7266.9,2070970000,11.56,0.15933,7256.4375
